scenario,date,start_interval,end_interval_exclusive,time_range,amount_kwh
problem3,2025-09-27,123,125,20:30-20:50,310.2373488081272
problem3,2025-09-27,126,131,21:00-21:50,93.98872630934218
problem3,2025-09-28,58,59,09:40-09:50,4.776991194805689
problem3,2025-09-29,36,37,06:00-06:10,17.695510210755856
problem3,2025-09-29,123,124,20:30-20:40,5.620383333333393
problem3,2025-09-30,120,121,20:00-20:10,31.411150000000134
problem3,2025-09-30,126,128,21:00-21:20,15.048877760700316
problem3,2025-10-03,127,131,21:10-21:50,680.8157963249489
problem3,2025-10-04,129,131,21:30-21:50,177.395112980109
problem3,2025-10-10,127,131,21:10-21:50,625.7880138869073
problem3,2025-10-11,129,130,21:30-21:40,260.3669829823815
problem3,2025-10-12,36,37,06:00-06:10,20.929933333333338
problem3,2025-10-12,51,56,08:30-09:20,828.9569044331199
problem3,2025-10-17,125,131,20:50-21:50,1225.2487070489976
problem3,2025-10-19,55,58,09:10-09:40,206.58254041935507
problem3,2025-10-24,124,131,20:40-21:50,1192.3457701714829
problem3,2025-10-25,124,128,20:40-21:20,94.69956723328585
problem3,2025-10-25,129,131,21:30-21:50,215.0746339463066
problem3,2025-10-26,56,59,09:20-09:50,141.10251984134828
problem3,2025-10-27,36,37,06:00-06:10,11.98554126132774
problem3,2025-10-30,36,37,06:00-06:10,3.641833333333352
problem3,2025-10-31,124,131,20:40-21:50,1427.1141893761896
problem3,2025-11-01,129,131,21:30-21:50,46.83671864084829
problem3,2025-11-04,35,37,05:50-06:10,33.599550000000136
problem3,2025-11-04,123,124,20:30-20:40,170.6212065528099
problem3,2025-11-04,126,128,21:00-21:20,29.771446014184196
problem3,2025-11-07,124,128,20:40-21:20,124.14512766519078
problem3,2025-11-07,129,131,21:30-21:50,430.8264697407971
problem3,2025-11-08,129,131,21:30-21:50,218.68153672358062
problem3,2025-11-11,38,39,06:20-06:30,2.0516666666667334
problem3,2025-11-14,124,125,20:40-20:50,0.08818333332936845
problem3,2025-11-14,127,131,21:10-21:50,521.2325836332382
problem3,2025-11-15,129,131,21:30-21:50,270.0226934007071
problem3,2025-11-19,35,36,05:50-06:00,1.3850000000001046
problem3,2025-11-21,129,131,21:30-21:50,504.50261249067876
problem3,2025-11-24,36,37,06:00-06:10,13.715060959523726
problem3,2025-11-28,124,125,20:40-20:50,85.15116666666285
problem3,2025-11-28,126,128,21:00-21:20,12.620544342172774
problem3,2025-11-28,129,131,21:30-21:50,400.56799105440365
problem3,2025-11-29,129,130,21:30-21:40,148.50078315427862
problem3,2025-11-30,36,37,06:00-06:10,6.062833333333515
problem3,2025-11-30,62,64,10:20-10:40,172.859094861247
problem3,2025-12-01,47,48,07:50-08:00,13.188997761720202
problem3,2025-12-01,61,65,10:10-10:50,990.8729516777449
problem3,2025-12-02,48,50,08:00-08:20,36.47069214869623
problem3,2025-12-03,35,36,05:50-06:00,50.69282854826565
problem3,2025-12-04,49,50,08:10-08:20,11.220726050791427
problem3,2025-12-05,127,131,21:10-21:50,677.8475738823212
problem3,2025-12-07,47,49,07:50-08:10,158.78386591152093
problem3,2025-12-07,60,65,10:00-10:50,1010.7726970145732
problem3,2025-12-09,47,48,07:50-08:00,5.930211380873743
problem3,2025-12-12,127,131,21:10-21:50,941.6407251394272
problem3,2025-12-13,129,131,21:30-21:50,323.3112834495494
problem3,2025-12-14,35,36,05:50-06:00,21.707205055158965
problem3,2025-12-14,47,49,07:50-08:10,58.406701603542274
problem3,2025-12-14,61,65,10:10-10:50,789.8694870371155
problem3,2025-12-19,124,131,20:40-21:50,1034.3820614555714
problem3,2025-12-21,47,49,07:50-08:10,40.17814222362938
problem3,2025-12-21,63,65,10:30-10:50,265.39558228085696
problem3,2025-12-26,127,131,21:10-21:50,555.1237392208297
problem3,2025-12-28,47,49,07:50-08:10,14.317339374798621
problem4_2,2025-02-02,123,124,20:30-20:40,37.63399947135679
problem4_2,2025-02-09,36,37,06:00-06:10,34.50617687454712
problem4_2,2025-02-09,61,65,10:10-10:50,660.0634388179367
problem4_2,2025-02-09,119,131,19:50-21:50,3376.9481258540554
problem4_2,2025-02-16,35,39,05:50-06:30,145.51555000000008
problem4_2,2025-02-16,54,65,09:00-10:50,2445.972508491281
problem4_2,2025-02-16,119,131,19:50-21:50,3132.418236491518
problem4_2,2025-02-19,128,129,21:20-21:30,3.7544438426423996
problem4_2,2025-02-20,36,37,06:00-06:10,14.185289124078281
problem4_2,2025-02-23,35,38,05:50-06:20,94.49600000000021
problem4_2,2025-02-23,54,64,09:00-10:40,1874.8589723777475
problem4_2,2025-02-23,121,131,20:10-21:50,2332.0521433224276
problem4_2,2025-02-24,36,37,06:00-06:10,13.290891140946542
problem4_2,2025-02-24,125,126,20:50-21:00,11.929540135333081
problem4_2,2025-02-25,38,39,06:20-06:30,26.620571822937563
problem4_2,2025-02-26,123,124,20:30-20:40,242.0584668093627
problem4_2,2025-02-27,36,37,06:00-06:10,4.816701799138286
problem4_2,2025-02-27,58,62,09:40-10:20,431.2263603560296
problem4_2,2025-03-02,59,64,09:50-10:40,274.7492728711296
problem4_2,2025-03-02,113,131,18:50-21:50,7414.232435520001
problem4_2,2025-03-03,60,64,10:00-10:40,346.22676392743654
problem4_2,2025-03-03,122,127,20:20-21:10,878.0677803390979
problem4_2,2025-03-03,128,131,21:20-21:50,39.25611096669288
problem4_2,2025-03-05,35,36,05:50-06:00,3.286666666666747
problem4_2,2025-03-06,123,126,20:30-21:00,106.40384425771583
problem4_2,2025-03-09,53,61,08:50-10:10,951.9190873916288
problem4_2,2025-03-09,120,131,20:00-21:50,1839.8329247502381
problem4_2,2025-03-10,122,124,20:20-20:40,849.7186459034915
problem4_2,2025-03-11,123,124,20:30-20:40,5.624862380761556
problem4_2,2025-03-13,64,65,10:40-10:50,52.26095023505536
problem4_2,2025-03-13,121,125,20:10-20:50,1902.6130076979393
problem4_2,2025-03-16,35,36,05:50-06:00,1.6400000000001
problem4_2,2025-03-16,50,56,08:20-09:20,1261.3858869200953
problem4_2,2025-03-16,118,127,19:40-21:10,2863.3681554224368
problem4_2,2025-03-16,128,131,21:20-21:50,108.67569885990403
problem4_2,2025-03-18,54,60,09:00-10:00,625.8943900303709
problem4_2,2025-03-20,123,124,20:30-20:40,99.22562851145574
problem4_2,2025-03-23,50,60,08:20-10:00,1658.669656172009
problem4_2,2025-03-23,122,127,20:20-21:10,956.4006214577645
problem4_2,2025-03-23,128,131,21:20-21:50,62.77669050771449
problem4_2,2025-03-30,49,57,08:10-09:30,1386.4240268958608
problem4_2,2025-03-30,122,125,20:20-20:50,1323.1699596381904
problem4_2,2025-03-30,127,131,21:10-21:50,44.96797143629194
problem4_2,2025-04-01,122,125,20:20-20:50,755.2306438266794
problem4_2,2025-04-02,51,62,08:30-10:20,1935.4046713437174
problem4_2,2025-04-06,51,56,08:30-09:20,641.8093313039246
problem4_2,2025-04-06,123,131,20:30-21:50,732.6665913408164
problem4_2,2025-04-08,54,58,09:00-09:40,106.737274169066
problem4_2,2025-04-08,123,125,20:30-20:50,42.49467413353216
problem4_2,2025-04-08,127,128,21:10-21:20,1.6099544545487792
problem4_2,2025-04-09,122,126,20:20-21:00,1371.5476655859566
problem4_2,2025-04-13,119,129,19:50-21:30,2343.0750188282937
problem4_2,2025-04-13,130,131,21:40-21:50,7.144423513797255
problem4_2,2025-04-20,120,121,20:00-20:10,36.42163047218776
problem4_2,2025-04-20,122,126,20:20-21:00,1447.0097158516187
problem4_2,2025-04-20,128,130,21:20-21:40,21.125304531695587
problem4_2,2025-04-27,48,55,08:00-09:10,1274.0097181592453
problem4_2,2025-04-27,119,124,19:50-20:40,1602.5574088500396
problem4_2,2025-04-27,125,130,20:50-21:40,83.392733837173
problem4_2,2025-04-28,118,126,19:40-21:00,4181.12823723132
problem4_2,2025-04-29,123,124,20:30-20:40,14.960607134215593
problem4_2,2025-05-01,122,131,20:20-21:50,1965.6559188996885
problem4_2,2025-05-03,124,125,20:40-20:50,135.9862428931708
problem4_2,2025-05-03,126,131,21:00-21:50,211.40001974532
problem4_2,2025-05-04,121,131,20:10-21:50,2689.7920333088473
problem4_2,2025-05-05,119,129,19:50-21:30,1797.7055782288776
problem4_2,2025-05-06,123,126,20:30-21:00,615.1440258349879
problem4_2,2025-05-06,127,131,21:10-21:50,125.85514817996557
problem4_2,2025-05-07,122,125,20:20-20:50,1638.3526725165755
problem4_2,2025-05-07,126,129,21:00-21:30,92.95224379011059
problem4_2,2025-05-08,123,124,20:30-20:40,248.15465584860738
problem4_2,2025-05-08,130,131,21:40-21:50,36.88074791410886
problem4_2,2025-05-11,111,113,18:30-18:50,25.60035000000005
problem4_2,2025-05-11,116,131,19:20-21:50,5085.4454721920965
problem4_2,2025-05-12,123,126,20:30-21:00,327.35333120859576
problem4_2,2025-05-13,123,124,20:30-20:40,44.98196217692373
problem4_2,2025-05-13,126,128,21:00-21:20,13.624692946563368
problem4_2,2025-05-14,123,125,20:30-20:50,48.60429599798556
problem4_2,2025-05-18,51,54,08:30-09:00,295.3400850765222
problem4_2,2025-05-18,118,125,19:40-20:50,3229.8171333322275
problem4_2,2025-05-18,126,131,21:00-21:50,200.84136550092055
problem4_2,2025-05-19,121,123,20:10-20:30,79.23650000000009
problem4_2,2025-05-20,123,125,20:30-20:50,184.81727157267233
problem4_2,2025-05-25,123,127,20:30-21:10,704.9430614695649
problem4_2,2025-05-25,130,131,21:40-21:50,29.115617468459913
problem4_2,2025-05-29,115,116,19:10-19:20,17.817433333333497
problem4_2,2025-06-01,53,70,08:50-11:40,2537.8208893327064
problem4_2,2025-06-01,71,72,11:50-12:00,20.337860833333526
problem4_2,2025-06-01,88,131,14:40-21:50,14218.188220552373
problem4_2,2025-06-02,54,57,09:00-09:30,218.94102997758586
problem4_2,2025-06-02,115,131,19:10-21:50,5577.077474681352
problem4_2,2025-06-03,53,62,08:50-10:20,1097.769151242382
problem4_2,2025-06-03,113,115,18:50-19:10,62.622994180400156
problem4_2,2025-06-03,118,119,19:40-19:50,78.3833918068176
problem4_2,2025-06-03,120,124,20:00-20:40,2849.206659075313
problem4_2,2025-06-03,125,131,20:50-21:50,192.70368910475887
problem4_2,2025-06-04,112,115,18:40-19:10,90.11208858962459
problem4_2,2025-06-04,118,125,19:40-20:50,3704.772271483513
problem4_2,2025-06-04,126,130,21:00-21:40,111.77848535101415
problem4_2,2025-06-05,52,60,08:40-10:00,972.7352088774053
problem4_2,2025-06-05,112,116,18:40-19:20,215.586641866611
problem4_2,2025-06-05,118,126,19:40-21:00,2935.88926567444
problem4_2,2025-06-08,112,114,18:40-19:00,63.7299872633555
problem4_2,2025-06-08,115,117,19:10-19:30,153.4657404440161
problem4_2,2025-06-08,119,131,19:50-21:50,2019.3949818254694
problem4_2,2025-06-09,113,114,18:50-19:00,22.476014444007774
problem4_2,2025-06-09,116,118,19:20-19:40,8.264845071943114
problem4_2,2025-06-09,119,120,19:50-20:00,20.562393476153375
problem4_2,2025-06-09,121,124,20:10-20:40,1671.565321201816
problem4_2,2025-06-10,114,116,19:00-19:20,26.168729016689213
problem4_2,2025-06-11,58,65,09:40-10:50,1035.2476199764455
problem4_2,2025-06-11,113,116,18:50-19:20,33.008176558779724
problem4_2,2025-06-11,119,121,19:50-20:10,925.7163200993748
problem4_2,2025-06-11,122,125,20:20-20:50,1590.315737547251
problem4_2,2025-06-15,63,66,10:30-11:00,123.07560864986553
problem4_2,2025-06-15,116,124,19:20-20:40,5031.489173832821
problem4_2,2025-06-15,127,131,21:10-21:50,226.28638232358247
problem4_2,2025-06-16,119,121,19:50-20:10,30.375715370122293
problem4_2,2025-06-17,122,124,20:20-20:40,38.258660229384645
problem4_2,2025-06-19,114,117,19:00-19:30,72.41485122455288
problem4_2,2025-06-22,116,120,19:20-20:00,127.23355211340993
problem4_2,2025-06-22,122,128,20:20-21:20,961.7955142310764
problem4_2,2025-06-24,59,65,09:50-10:50,1092.090183364567
problem4_2,2025-06-26,114,115,19:00-19:10,9.65181628504979
problem4_2,2025-07-01,112,115,18:40-19:10,98.11554636221001
problem4_2,2025-07-01,116,119,19:20-19:50,131.35931631992173
problem4_2,2025-07-01,120,131,20:00-21:50,844.7169799733786
problem4_2,2025-07-02,113,117,18:50-19:30,218.92104819722965
problem4_2,2025-07-02,118,119,19:40-19:50,17.06087472366096
problem4_2,2025-07-02,120,127,20:00-21:10,409.88259120388716
problem4_2,2025-07-03,58,63,09:40-10:30,187.85854153378156
problem4_2,2025-07-03,113,114,18:50-19:00,38.42829864174735
problem4_2,2025-07-03,118,119,19:40-19:50,19.753518157408166
problem4_2,2025-07-03,121,125,20:10-20:50,1440.8873337782215
problem4_2,2025-07-03,126,131,21:00-21:50,285.28479984871035
problem4_2,2025-07-06,49,58,08:10-09:40,1892.7309343343547
problem4_2,2025-07-06,59,61,09:50-10:10,195.78462166666685
problem4_2,2025-07-06,113,131,18:50-21:50,9978.900445693202
problem4_2,2025-07-07,114,115,19:00-19:10,40.16388206520071
problem4_2,2025-07-07,117,124,19:30-20:40,111.44734278667602
problem4_2,2025-07-07,127,131,21:10-21:50,101.01565009920591
problem4_2,2025-07-08,113,114,18:50-19:00,53.94008587742337
problem4_2,2025-07-08,117,118,19:30-19:40,2.8276823814783256
problem4_2,2025-07-08,120,124,20:00-20:40,382.391534864358
problem4_2,2025-07-09,116,118,19:20-19:40,45.35808922590968
problem4_2,2025-07-10,113,116,18:50-19:20,98.65745611602881
problem4_2,2025-07-10,122,123,20:20-20:30,39.973033828418124
problem4_2,2025-07-13,113,115,18:50-19:10,163.83941078262558
problem4_2,2025-07-13,116,131,19:20-21:50,3798.0250882386526
problem4_2,2025-07-14,113,114,18:50-19:00,44.236854755452896
problem4_2,2025-07-14,117,119,19:30-19:50,42.431790605081915
problem4_2,2025-07-14,120,121,20:00-20:10,2.3288363932504126
problem4_2,2025-07-16,120,122,20:00-20:20,78.45196221483843
problem4_2,2025-07-20,51,55,08:30-09:10,408.84787659055155
problem4_2,2025-07-20,113,115,18:50-19:10,62.484141980643244
problem4_2,2025-07-20,116,126,19:20-21:00,6139.689213058938
problem4_2,2025-07-20,127,131,21:10-21:50,189.3383737004974
problem4_2,2025-07-22,120,121,20:00-20:10,2.9615458350260724
problem4_2,2025-07-27,53,57,08:50-09:30,503.69903631612647
problem4_2,2025-07-27,115,118,19:10-19:40,43.094835075188485
problem4_2,2025-07-27,119,124,19:50-20:40,3332.6019347569268
problem4_2,2025-08-03,114,115,19:00-19:10,6.45868585187668
problem4_2,2025-08-03,116,120,19:20-20:00,147.76769743966838
problem4_2,2025-08-07,120,121,20:00-20:10,3.5106137122135124
problem4_2,2025-08-10,120,121,20:00-20:10,4.563050459598685
problem4_2,2025-08-10,122,126,20:20-21:00,910.6162302937616
problem4_2,2025-08-11,116,117,19:20-19:30,28.482625107801027
problem4_2,2025-08-12,114,116,19:00-19:20,8.129500201853716
problem4_2,2025-08-13,123,124,20:30-20:40,23.78518246362171
problem4_2,2025-08-14,113,115,18:50-19:10,23.42252202094653
problem4_2,2025-08-14,123,124,20:30-20:40,15.07547633756974
problem4_2,2025-08-17,47,54,07:50-09:00,1128.601943956788
problem4_2,2025-08-17,114,119,19:00-19:50,273.64571671719443
problem4_2,2025-08-17,121,124,20:10-20:40,667.6118179339942
problem4_2,2025-08-17,130,131,21:40-21:50,25.616716657539293
problem4_2,2025-08-18,114,115,19:00-19:10,15.424190045455703
problem4_2,2025-08-18,119,120,19:50-20:00,38.398459136490715
problem4_2,2025-08-18,122,124,20:20-20:40,48.3840135446178
problem4_2,2025-08-19,116,119,19:20-19:50,102.20532700356739
problem4_2,2025-08-19,120,121,20:00-20:10,30.382330544118872
problem4_2,2025-08-20,51,57,08:30-09:30,1083.4855333333317
problem4_2,2025-08-20,119,124,19:50-20:40,898.8305544581948
problem4_2,2025-08-20,125,126,20:50-21:00,19.589864209836104
problem4_2,2025-08-21,122,123,20:20-20:30,19.116396936897218
problem4_2,2025-08-24,48,55,08:00-09:10,1091.5637681954381
problem4_2,2025-08-24,113,114,18:50-19:00,26.274008423035866
problem4_2,2025-08-24,117,118,19:30-19:40,25.88384594575234
problem4_2,2025-08-24,119,130,19:50-21:40,2426.215633047793
problem4_2,2025-08-25,115,117,19:10-19:30,28.274837548055643
problem4_2,2025-08-25,120,124,20:00-20:40,2080.30963238078
problem4_2,2025-08-26,118,120,19:40-20:00,13.496319060433962
problem4_2,2025-08-27,113,114,18:50-19:00,22.981176869210003
problem4_2,2025-08-27,119,120,19:50-20:00,5.870696368154199
problem4_2,2025-08-28,62,65,10:20-10:50,57.644455689494244
problem4_2,2025-08-28,113,114,18:50-19:00,33.778471546091396
problem4_2,2025-08-28,119,121,19:50-20:10,36.6808442916564
problem4_2,2025-08-28,122,124,20:20-20:40,915.7979454536525
problem4_2,2025-08-31,47,54,07:50-09:00,1198.7205980499593
problem4_2,2025-08-31,113,118,18:50-19:40,84.06250745287707
problem4_2,2025-08-31,119,125,19:50-20:50,4322.882860307425
problem4_2,2025-09-07,48,55,08:00-09:10,1372.3365983844578
problem4_2,2025-09-07,121,124,20:10-20:40,2087.9795491456757
problem4_2,2025-09-07,126,128,21:00-21:20,57.05738678844679
problem4_2,2025-09-08,123,124,20:30-20:40,456.12286610721486
problem4_2,2025-09-09,121,122,20:10-20:20,9.099616666666748
problem4_2,2025-09-10,51,58,08:30-09:40,968.5033833333317
problem4_2,2025-09-10,122,124,20:20-20:40,1199.742874318653
problem4_2,2025-09-14,43,56,07:10-09:20,3431.9231216493868
problem4_2,2025-09-14,115,131,19:10-21:50,7054.037540346304
problem4_2,2025-09-15,53,56,08:50-09:20,59.549608929186434
problem4_2,2025-09-15,118,119,19:40-19:50,1.1717666666667128
problem4_2,2025-09-16,115,116,19:10-19:20,8.238266666666732
problem4_2,2025-09-16,123,125,20:30-20:50,64.33813071903273
problem4_2,2025-09-17,35,36,05:50-06:00,7.62916666666672
problem4_2,2025-09-17,56,58,09:20-09:40,81.89797849406871
problem4_2,2025-09-17,59,60,09:50-10:00,1.820590666666794
problem4_2,2025-09-18,123,124,20:30-20:40,2.4633999999999787
problem4_2,2025-09-18,129,130,21:30-21:40,10.130230306535374
problem4_2,2025-09-21,47,53,07:50-08:50,1485.6419765747364
problem4_2,2025-09-21,118,131,19:40-21:50,4959.545137880648
problem4_2,2025-09-22,118,120,19:40-20:00,19.555900000000065
problem4_2,2025-09-22,123,124,20:30-20:40,61.81542925313806
problem4_2,2025-09-22,127,131,21:10-21:50,91.93136052855095
problem4_2,2025-09-23,121,122,20:10-20:20,10.234366666666801
problem4_2,2025-09-23,123,127,20:30-21:10,555.5325513284135
problem4_2,2025-09-23,128,129,21:20-21:30,3.793471851778918
problem4_2,2025-09-24,56,58,09:20-09:40,28.325007482845965
problem4_2,2025-09-25,113,114,18:50-19:00,15.37166666666667
problem4_2,2025-09-28,47,59,07:50-09:50,2979.8874945490725
problem4_2,2025-09-28,116,117,19:20-19:30,5.868333333333339
problem4_2,2025-09-28,119,131,19:50-21:50,4044.987821319859
problem4_2,2025-09-29,36,37,06:00-06:10,20.39463333333333
problem4_2,2025-09-29,123,125,20:30-20:50,342.8078723407699
problem4_2,2025-09-30,56,58,09:20-09:40,130.04403257638418
problem4_2,2025-09-30,60,61,10:00-10:10,3.8029135000000895
problem4_2,2025-09-30,121,122,20:10-20:20,12.9448000000001
problem4_2,2025-09-30,123,128,20:30-21:20,769.7077136671626
problem4_2,2025-10-05,49,56,08:10-09:20,1097.6838539464459
problem4_2,2025-10-05,123,124,20:30-20:40,338.2209835919184
problem4_2,2025-10-05,127,129,21:10-21:30,61.63406324708071
problem4_2,2025-10-12,36,37,06:00-06:10,20.929933333333338
problem4_2,2025-10-12,50,56,08:20-09:20,1008.5705850359298
problem4_2,2025-10-12,121,124,20:10-20:40,2037.4383577002286
problem4_2,2025-10-12,126,131,21:00-21:50,65.11965922599725
problem4_2,2025-10-14,55,58,09:10-09:40,205.2948976911161
problem4_2,2025-10-15,123,124,20:30-20:40,45.23884017251271
problem4_2,2025-10-16,122,124,20:20-20:40,1083.189077631801
problem4_2,2025-10-19,49,58,08:10-09:40,1981.274531158161
problem4_2,2025-10-19,117,131,19:30-21:50,4346.245685602398
problem4_2,2025-10-20,56,61,09:20-10:10,447.3021736270991
problem4_2,2025-10-22,56,62,09:20-10:20,649.2038029850266
problem4_2,2025-10-22,123,126,20:30-21:00,121.81961428811951
problem4_2,2025-10-22,130,131,21:40-21:50,10.420177466709287
problem4_2,2025-10-26,53,59,08:50-09:50,645.3129217632631
problem4_2,2025-10-26,121,131,20:10-21:50,1767.2662480879253
problem4_2,2025-10-27,36,37,06:00-06:10,15.890929132416204
problem4_2,2025-10-27,123,124,20:30-20:40,306.5184925283768
problem4_2,2025-10-29,59,63,09:50-10:30,273.69423140331094
problem4_2,2025-10-29,121,129,20:10-21:30,1695.1770159769858
problem4_2,2025-10-30,36,37,06:00-06:10,3.641833333333352
problem4_2,2025-10-30,123,126,20:30-21:00,124.68376736565381
problem4_2,2025-10-30,128,131,21:20-21:50,55.75470217521274
problem4_2,2025-11-02,53,61,08:50-10:10,1569.3302671983997
problem4_2,2025-11-02,119,131,19:50-21:50,2319.007697848646
problem4_2,2025-11-04,35,37,05:50-06:10,33.599550000000136
problem4_2,2025-11-04,123,124,20:30-20:40,346.4651911501136
problem4_2,2025-11-04,126,128,21:00-21:20,58.56890888965752
problem4_2,2025-11-05,39,40,06:30-06:40,3.227683333333289
problem4_2,2025-11-06,57,64,09:30-10:40,709.647003036629
problem4_2,2025-11-06,128,131,21:20-21:50,78.7920624963535
problem4_2,2025-11-09,56,61,09:20-10:10,668.3313788833938
problem4_2,2025-11-09,120,131,20:00-21:50,2551.6841667206672
problem4_2,2025-11-10,123,124,20:30-20:40,119.64594133386663
problem4_2,2025-11-10,125,126,20:50-21:00,16.283629560915482
problem4_2,2025-11-10,130,131,21:40-21:50,21.058088783737436
problem4_2,2025-11-12,38,39,06:20-06:30,11.773333333333426
problem4_2,2025-11-16,39,40,06:30-06:40,2.7407333333334236
problem4_2,2025-11-16,58,64,09:40-10:40,811.3972237464249
problem4_2,2025-11-16,121,125,20:10-20:50,1752.9125955625207
problem4_2,2025-11-16,127,130,21:10-21:40,76.74673806969709
problem4_2,2025-11-23,57,65,09:30-10:50,1402.5257410713934
problem4_2,2025-11-23,123,129,20:30-21:30,847.7443603761973
problem4_2,2025-11-24,36,37,06:00-06:10,18.83966666666663
problem4_2,2025-11-30,59,65,09:50-10:50,508.0161161216528
problem4_2,2025-11-30,120,124,20:00-20:40,2480.0179201616866
problem4_2,2025-11-30,128,131,21:20-21:50,107.4384341932207
problem4_2,2025-12-01,36,37,06:00-06:10,89.72379915089186
problem4_2,2025-12-01,47,49,07:50-08:10,113.36543333333316
problem4_2,2025-12-01,54,65,09:00-10:50,3347.2778608012836
problem4_2,2025-12-01,122,124,20:20-20:40,857.3408678856065
problem4_2,2025-12-02,47,50,07:50-08:20,173.89789266476544
problem4_2,2025-12-02,56,65,09:20-10:50,3462.4971182251134
problem4_2,2025-12-02,122,125,20:20-20:50,1165.1878809509576
problem4_2,2025-12-02,128,131,21:20-21:50,37.55628206900237
problem4_2,2025-12-03,47,49,07:50-08:10,47.89181203380713
problem4_2,2025-12-03,57,62,09:30-10:20,1179.4409521188913
problem4_2,2025-12-03,63,64,10:30-10:40,94.23060040520265
problem4_2,2025-12-03,123,124,20:30-20:40,402.7525608930286
problem4_2,2025-12-03,126,127,21:00-21:10,0.35305351165477505
problem4_2,2025-12-04,48,50,08:00-08:20,108.65656309564997
problem4_2,2025-12-04,56,65,09:20-10:50,2547.4592640024857
problem4_2,2025-12-04,123,125,20:30-20:50,124.92239954709305
problem4_2,2025-12-07,47,49,07:50-08:10,164.7132833333335
problem4_2,2025-12-07,55,65,09:10-10:50,3000.478849512479
problem4_2,2025-12-07,118,126,19:40-21:00,4376.531548085926
problem4_2,2025-12-07,128,131,21:20-21:50,119.61155944697214
problem4_2,2025-12-09,47,50,07:50-08:20,138.38569225205845
problem4_2,2025-12-09,123,124,20:30-20:40,160.65266105067872
problem4_2,2025-12-09,126,128,21:00-21:20,25.466916148025554
problem4_2,2025-12-14,47,49,07:50-08:10,87.21601666666663
problem4_2,2025-12-14,57,65,09:30-10:50,2629.7218285853705
problem4_2,2025-12-14,118,131,19:40-21:50,4700.117762862046
problem4_2,2025-12-15,47,48,07:50-08:00,4.2083267739176335
problem4_2,2025-12-21,47,49,07:50-08:10,90.81919855656281
problem4_2,2025-12-21,60,65,10:00-10:50,1349.0396761506213
problem4_2,2025-12-21,120,131,20:00-21:50,3277.4024383635233
problem4_2,2025-12-28,47,50,07:50-08:20,140.3975697617551
problem4_2,2025-12-28,122,131,20:20-21:50,1177.0506332639648
problem4_3,2025-02-06,48,49,08:00-08:10,21.052866666666773
problem4_3,2025-02-07,123,131,20:30-21:50,1311.9916114120995
problem4_3,2025-02-08,124,125,20:40-20:50,3.038050000001533
problem4_3,2025-02-11,36,37,06:00-06:10,18.02044683273857
problem4_3,2025-02-11,62,64,10:20-10:40,61.34305178418386
problem4_3,2025-02-12,36,38,06:00-06:20,22.2139052511136
problem4_3,2025-02-14,123,131,20:30-21:50,1309.6231534135961
problem4_3,2025-02-15,126,131,21:00-21:50,271.6986017990707
problem4_3,2025-02-16,36,37,06:00-06:10,32.33759041630856
problem4_3,2025-02-16,38,39,06:20-06:30,33.261748682398434
problem4_3,2025-02-16,59,65,09:50-10:50,1007.1770586569245
problem4_3,2025-02-17,36,37,06:00-06:10,0.28882968619984695
problem4_3,2025-02-18,36,37,06:00-06:10,8.790000487613497
problem4_3,2025-02-19,59,64,09:50-10:40,248.45644155406995
problem4_3,2025-02-20,36,37,06:00-06:10,28.132351197352364
problem4_3,2025-02-21,124,131,20:40-21:50,843.3158738664292
problem4_3,2025-02-22,129,131,21:30-21:50,119.4669014139287
problem4_3,2025-02-23,35,37,05:50-06:10,84.42690000000016
problem4_3,2025-02-23,58,64,09:40-10:40,758.3289760009181
problem4_3,2025-02-24,36,37,06:00-06:10,14.470338772603668
problem4_3,2025-02-25,36,39,06:00-06:30,37.80691035664154
problem4_3,2025-02-26,36,39,06:00-06:30,14.27206961248919
problem4_3,2025-02-28,124,131,20:40-21:50,1132.3885755650722
problem4_3,2025-03-01,124,129,20:40-21:30,181.93771998437705
problem4_3,2025-03-01,130,131,21:40-21:50,13.338041436782294
problem4_3,2025-03-05,35,36,05:50-06:00,3.286666666666747
problem4_3,2025-03-07,123,131,20:30-21:50,688.589432983121
problem4_3,2025-03-09,56,61,09:20-10:10,308.65432124022834
problem4_3,2025-03-11,56,57,09:20-09:30,2.327934722432337
problem4_3,2025-03-14,123,126,20:30-21:00,437.77768510824404
problem4_3,2025-03-14,129,131,21:30-21:50,46.70686658804841
problem4_3,2025-03-15,124,131,20:40-21:50,302.5660810234631
problem4_3,2025-03-16,35,36,05:50-06:00,1.6400000000001
problem4_3,2025-03-16,50,56,08:20-09:20,866.6674187272484
problem4_3,2025-03-17,53,56,08:50-09:20,115.83354999999786
problem4_3,2025-03-21,124,131,20:40-21:50,767.6029234961732
problem4_3,2025-03-27,55,58,09:10-09:40,162.20033488964407
problem4_3,2025-03-28,128,131,21:20-21:50,731.2573992541334
problem4_3,2025-03-30,53,57,08:50-09:30,268.18102835887464
problem4_3,2025-04-04,129,131,21:30-21:50,430.5460449392634
problem4_3,2025-04-06,54,56,09:00-09:20,35.40184012451029
problem4_3,2025-04-11,128,130,21:20-21:40,485.5032807437119
problem4_3,2025-04-18,129,131,21:30-21:50,429.423002850279
problem4_3,2025-04-20,53,57,08:50-09:30,362.8998664748293
problem4_3,2025-04-25,129,131,21:30-21:50,173.91307952556423
